mode,function,kernel,scna_width,qo_len,iteration,profiled_total,safe_sm,scna_exp,q_load,k_load,v_load,qk_dot,core_acc,host_elapsed
scna-fp16,exp,tree,32,4,10,783.0,258.0,211.0,2.0,266.0,247.0,4.0,2.0,1029.0
scna-fp16,exp,tree,32,4,11,788.0,258.0,210.0,2.0,272.0,246.0,4.0,2.0,1028.0
scna-fp16,exp,tree,32,4,12,787.0,259.0,211.0,2.0,269.0,247.0,4.0,2.0,1028.0
scna-fp16,exp,tree,32,4,13,782.0,257.0,211.0,2.0,268.0,245.0,4.0,2.0,1029.0
scna-fp16,exp,tree,32,4,14,787.0,259.0,211.0,2.0,268.0,248.0,4.0,2.0,1027.0
scna-fp16,exp,tree,32,4,15,785.0,260.0,210.0,2.0,265.0,248.0,4.0,2.0,1027.0
scna-fp16,exp,tree,32,4,16,781.0,256.0,210.0,2.0,266.0,246.0,4.0,2.0,1028.0
scna-fp16,exp,tree,32,4,17,786.0,257.0,211.0,2.0,270.0,246.0,4.0,2.0,1028.0
scna-fp16,exp,tree,32,4,18,786.0,255.0,210.0,2.0,270.0,248.0,4.0,2.0,1029.0
scna-fp16,exp,tree,32,4,19,781.0,256.0,211.0,2.0,268.0,245.0,4.0,2.0,1027.0
scna-fp16,exp,tree,32,8,0,1083.0,499.0,412.0,4.0,295.0,261.0,8.0,7.0,1339.0
scna-fp16,exp,tree,32,8,1,1078.0,499.0,412.0,4.0,292.0,259.0,8.0,7.0,1324.0
scna-fp16,exp,tree,32,8,2,1076.0,499.0,412.0,4.0,292.0,259.0,8.0,6.0,1321.0
scna-fp16,exp,tree,32,8,3,1084.0,497.0,413.0,4.0,296.0,264.0,8.0,7.0,1327.0
scna-fp16,exp,tree,32,8,4,1080.0,496.0,412.0,3.0,289.0,269.0,8.0,7.0,1345.0
scna-fp16,exp,tree,32,8,5,1071.0,498.0,412.0,4.0,294.0,253.0,8.0,6.0,1341.0
scna-fp16,exp,tree,32,8,6,1083.0,498.0,412.0,4.0,298.0,260.0,8.0,7.0,1340.0
scna-fp16,exp,tree,32,8,7,1075.0,498.0,412.0,4.0,281.0,269.0,8.0,7.0,1404.0
scna-fp16,exp,tree,32,8,8,1127.0,503.0,415.0,4.0,312.0,285.0,8.0,7.0,1416.0
scna-fp16,exp,tree,32,8,9,1135.0,504.0,413.0,4.0,309.0,295.0,8.0,7.0,1483.0
scna-fp16,exp,tree,32,8,10,1140.0,506.0,414.0,4.0,311.0,296.0,8.0,7.0,1453.0
scna-fp16,exp,tree,32,8,11,1137.0,505.0,414.0,4.0,314.0,291.0,8.0,7.0,1411.0
scna-fp16,exp,tree,32,8,12,1138.0,505.0,414.0,4.0,308.0,298.0,8.0,7.0,1411.0
scna-fp16,exp,tree,32,8,13,1144.0,508.0,414.0,4.0,311.0,298.0,8.0,7.0,1446.0
scna-fp16,exp,tree,32,8,14,1134.0,505.0,414.0,4.0,319.0,283.0,8.0,7.0,1495.0
scna-fp16,exp,tree,32,8,15,1134.0,506.0,414.0,4.0,312.0,289.0,8.0,7.0,1474.0
scna-fp16,exp,tree,32,8,16,1123.0,505.0,413.0,4.0,308.0,283.0,8.0,7.0,1366.0
scna-fp16,exp,tree,32,8,17,1132.0,506.0,413.0,4.0,306.0,293.0,8.0,7.0,1492.0
scna-fp16,exp,tree,32,8,18,1134.0,503.0,414.0,4.0,310.0,294.0,8.0,7.0,1526.0
scna-fp16,exp,tree,32,8,19,1141.0,506.0,413.0,4.0,317.0,291.0,8.0,7.0,1387.0
scna-fp16,exp,tree,32,16,0,1710.0,990.0,817.0,8.0,340.0,335.0,12.0,12.0,1975.0
scna-fp16,exp,tree,32,16,1,1712.0,993.0,818.0,8.0,338.0,337.0,12.0,11.0,1978.0
scna-fp16,exp,tree,32,16,2,1714.0,991.0,817.0,8.0,337.0,341.0,12.0,12.0,1977.0
scna-fp16,exp,tree,32,16,3,1706.0,994.0,817.0,8.0,343.0,325.0,12.0,11.0,1964.0
scna-fp16,exp,tree,32,16,4,1765.0,1006.0,824.0,8.0,375.0,338.0,12.0,12.0,2050.0
scna-fp16,exp,tree,32,16,5,1772.0,1014.0,823.0,8.0,380.0,334.0,12.0,11.0,2101.0
scna-fp16,exp,tree,32,16,6,1766.0,1013.0,824.0,8.0,377.0,331.0,12.0,12.0,2130.0
scna-fp16,exp,tree,32,16,7,1766.0,1012.0,824.0,9.0,377.0,331.0,12.0,12.0,2109.0
scna-fp16,exp,tree,32,16,8,1756.0,1009.0,823.0,7.0,377.0,326.0,12.0,12.0,2046.0
scna-fp16,exp,tree,32,16,9,1761.0,1012.0,823.0,7.0,379.0,326.0,12.0,12.0,2087.0
scna-fp16,exp,tree,32,16,10,1752.0,1010.0,822.0,8.0,374.0,323.0,12.0,12.0,1995.0
scna-fp16,exp,tree,32,16,11,1743.0,1007.0,821.0,8.0,366.0,326.0,12.0,11.0,2054.0
scna-fp16,exp,tree,32,16,12,1758.0,1012.0,821.0,8.0,375.0,326.0,12.0,12.0,2007.0
scna-fp16,exp,tree,32,16,13,1749.0,1008.0,822.0,8.0,371.0,325.0,12.0,12.0,2046.0
scna-fp16,exp,tree,32,16,14,1682.0,992.0,820.0,7.0,356.0,292.0,12.0,10.0,2010.0
scna-fp16,exp,tree,32,16,15,1684.0,1005.0,816.0,8.0,325.0,309.0,12.0,12.0,1997.0
scna-fp16,exp,tree,32,16,16,1681.0,1001.0,815.0,8.0,331.0,304.0,12.0,12.0,2029.0
scna-fp16,exp,tree,32,16,17,1707.0,1003.0,816.0,8.0,345.0,314.0,12.0,12.0,2011.0
scna-fp16,exp,tree,32,16,18,1701.0,1007.0,815.0,8.0,343.0,306.0,12.0,12.0,2047.0
scna-fp16,exp,tree,32,16,19,1696.0,1000.0,816.0,8.0,340.0,311.0,12.0,12.0,1963.0
scna-fp16,exp,tree,32,32,0,2629.0,1996.0,1618.0,15.0,278.0,268.0,24.0,23.0,3009.0
scna-fp16,exp,tree,32,32,1,2621.0,1991.0,1617.0,15.0,278.0,265.0,24.0,23.0,3008.0
scna-fp16,exp,tree,32,32,2,2626.0,1994.0,1617.0,15.0,277.0,268.0,24.0,23.0,3007.0
scna-fp16,exp,tree,32,32,3,2624.0,1995.0,1617.0,15.0,277.0,265.0,24.0,23.0,3011.0
scna-fp16,exp,tree,32,32,4,2590.0,1974.0,1618.0,15.0,268.0,262.0,24.0,23.0,2887.0
scna-fp16,exp,tree,32,32,5,2619.0,1992.0,1618.0,15.0,276.0,264.0,24.0,24.0,2905.0
scna-fp16,exp,tree,32,32,6,2624.0,1994.0,1617.0,15.0,277.0,266.0,24.0,24.0,3029.0
scna-fp16,exp,tree,32,32,7,2629.0,1997.0,1617.0,15.0,281.0,264.0,24.0,24.0,2923.0
scna-fp16,exp,tree,32,32,8,2627.0,1997.0,1619.0,15.0,279.0,263.0,24.0,24.0,3023.0
scna-fp16,exp,tree,32,32,9,2619.0,1994.0,1617.0,15.0,274.0,263.0,24.0,24.0,2905.0
scna-fp16,exp,tree,32,32,10,2616.0,1994.0,1617.0,15.0,272.0,263.0,24.0,24.0,2893.0
scna-fp16,exp,tree,32,32,11,2622.0,1994.0,1618.0,15.0,278.0,262.0,24.0,24.0,2971.0
scna-fp16,exp,tree,32,32,12,2627.0,1996.0,1617.0,15.0,278.0,265.0,24.0,24.0,2924.0
scna-fp16,exp,tree,32,32,13,2616.0,1995.0,1617.0,15.0,271.0,263.0,24.0,24.0,2891.0
scna-fp16,exp,tree,32,32,14,2617.0,1995.0,1618.0,15.0,272.0,263.0,24.0,24.0,2945.0
scna-fp16,exp,tree,32,32,15,2608.0,1990.0,1617.0,15.0,276.0,255.0,24.0,23.0,3085.0
scna-fp16,exp,tree,32,32,16,2582.0,1966.0,1617.0,15.0,269.0,260.0,24.0,23.0,2960.0
scna-fp16,exp,tree,32,32,17,2625.0,1991.0,1617.0,16.0,284.0,262.0,24.0,24.0,3030.0
scna-fp16,exp,tree,32,32,18,2613.0,1987.0,1618.0,16.0,278.0,260.0,24.0,24.0,3009.0
scna-fp16,exp,tree,32,32,19,2628.0,1992.0,1617.0,16.0,286.0,262.0,24.0,24.0,2918.0
scna-fp16,exp2,direct,8,4,0,788.0,211.0,168.0,2.0,295.0,268.0,4.0,3.0,1085.0
scna-fp16,exp2,direct,8,4,1,804.0,210.0,167.0,2.0,303.0,277.0,4.0,4.0,1099.0
scna-fp16,exp2,direct,8,4,2,797.0,211.0,169.0,2.0,297.0,276.0,4.0,3.0,1093.0
scna-fp16,exp2,direct,8,4,3,792.0,210.0,168.0,2.0,301.0,268.0,4.0,3.0,1096.0
scna-fp16,exp2,direct,8,4,4,790.0,211.0,169.0,2.0,293.0,273.0,4.0,3.0,1097.0
scna-fp16,exp2,direct,8,4,5,775.0,209.0,167.0,2.0,281.0,271.0,4.0,3.0,1091.0
scna-fp16,exp2,direct,8,4,6,783.0,209.0,168.0,2.0,291.0,269.0,4.0,3.0,1086.0
scna-fp16,exp2,direct,8,4,7,780.0,210.0,168.0,2.0,289.0,268.0,4.0,3.0,1116.0
scna-fp16,exp2,direct,8,4,8,864.0,215.0,168.0,1.0,316.0,320.0,4.0,4.0,1113.0
scna-fp16,exp2,direct,8,4,9,825.0,214.0,168.0,2.0,313.0,284.0,4.0,4.0,1074.0
scna-fp16,exp2,direct,8,4,10,837.0,214.0,167.0,2.0,311.0,299.0,4.0,3.0,1186.0
scna-fp16,exp2,direct,8,4,11,843.0,215.0,167.0,2.0,305.0,309.0,4.0,3.0,1149.0
scna-fp16,exp2,direct,8,4,12,834.0,213.0,167.0,2.0,306.0,302.0,4.0,3.0,1138.0
scna-fp16,exp2,direct,8,4,13,872.0,216.0,166.0,2.0,325.0,318.0,4.0,3.0,1133.0
scna-fp16,exp2,direct,8,4,14,853.0,214.0,168.0,2.0,313.0,312.0,4.0,4.0,1131.0
scna-fp16,exp2,direct,8,4,15,855.0,212.0,166.0,1.0,328.0,304.0,4.0,2.0,1125.0
scna-fp16,exp2,direct,8,4,16,863.0,214.0,167.0,2.0,319.0,317.0,4.0,2.0,1130.0
scna-fp16,exp2,direct,8,4,17,846.0,214.0,166.0,2.0,305.0,315.0,4.0,2.0,1140.0
scna-fp16,exp2,direct,8,4,18,864.0,213.0,166.0,2.0,322.0,317.0,4.0,2.0,1127.0
scna-fp16,exp2,direct,8,4,19,846.0,211.0,167.0,2.0,318.0,303.0,5.0,3.0,1171.0
scna-fp16,exp2,direct,8,8,0,1058.0,419.0,327.0,3.0,328.0,285.0,8.0,7.0,1367.0
scna-fp16,exp2,direct,8,8,1,1063.0,421.0,327.0,4.0,322.0,293.0,8.0,7.0,1302.0
scna-fp16,exp2,direct,8,8,2,1048.0,422.0,328.0,4.0,318.0,281.0,8.0,7.0,1283.0
scna-fp16,exp2,direct,8,8,3,1053.0,420.0,326.0,4.0,324.0,281.0,8.0,8.0,1401.0
scna-fp16,exp2,direct,8,8,4,1049.0,421.0,327.0,4.0,321.0,280.0,8.0,7.0,1283.0
scna-fp16,exp2,direct,8,8,5,1058.0,421.0,326.0,4.0,322.0,288.0,8.0,7.0,1365.0
scna-fp16,exp2,direct,8,8,6,1069.0,426.0,328.0,4.0,315.0,301.0,8.0,7.0,1346.0
scna-fp16,exp2,direct,8,8,7,1069.0,424.0,330.0,4.0,326.0,292.0,8.0,7.0,1305.0
scna-fp16,exp2,direct,8,8,8,1088.0,425.0,328.0,4.0,327.0,308.0,8.0,8.0,1328.0
scna-fp16,exp2,direct,8,8,9,1099.0,426.0,328.0,4.0,331.0,314.0,8.0,8.0,1355.0
scna-fp16,exp2,direct,8,8,10,1094.0,424.0,329.0,4.0,336.0,306.0,8.0,8.0,1382.0
scna-fp16,exp2,direct,8,8,11,1097.0,424.0,327.0,4.0,341.0,305.0,8.0,7.0,1371.0
scna-fp16,exp2,direct,8,8,12,1077.0,423.0,328.0,4.0,327.0,300.0,8.0,7.0,1318.0
scna-fp16,exp2,direct,8,8,13,1082.0,426.0,328.0,4.0,323.0,306.0,8.0,7.0,1344.0
scna-fp16,exp2,direct,8,8,14,1092.0,426.0,329.0,5.0,326.0,311.0,8.0,8.0,1346.0
scna-fp16,exp2,direct,8,8,15,1077.0,427.0,328.0,5.0,323.0,298.0,8.0,8.0,1356.0
scna-fp16,exp2,direct,8,8,16,1097.0,427.0,329.0,5.0,330.0,312.0,8.0,7.0,1363.0
scna-fp16,exp2,direct,8,8,17,1075.0,422.0,328.0,4.0,326.0,299.0,8.0,8.0,1322.0
scna-fp16,exp2,direct,8,8,18,1074.0,423.0,329.0,4.0,324.0,299.0,8.0,8.0,1386.0
scna-fp16,exp2,direct,8,8,19,1082.0,425.0,329.0,4.0,324.0,305.0,8.0,8.0,1350.0
scna-fp16,exp2,direct,8,16,0,1345.0,801.0,646.0,7.0,261.0,242.0,12.0,10.0,1669.0
scna-fp16,exp2,direct,8,16,1,1357.0,805.0,647.0,7.0,261.0,250.0,12.0,10.0,1658.0
scna-fp16,exp2,direct,8,16,2,1342.0,801.0,646.0,7.0,263.0,237.0,12.0,10.0,1646.0
scna-fp16,exp2,direct,8,16,3,1357.0,803.0,647.0,7.0,263.0,250.0,12.0,10.0,1674.0
scna-fp16,exp2,direct,8,16,4,1347.0,813.0,646.0,8.0,256.0,236.0,12.0,10.0,1688.0
scna-fp16,exp2,direct,8,16,5,1339.0,804.0,646.0,7.0,264.0,230.0,12.0,10.0,1603.0
scna-fp16,exp2,direct,8,16,6,1331.0,800.0,646.0,7.0,260.0,230.0,12.0,10.0,1561.0
scna-fp16,exp2,direct,8,16,7,1331.0,800.0,646.0,7.0,259.0,231.0,12.0,10.0,1629.0
scna-fp16,exp2,direct,8,16,8,1343.0,804.0,648.0,7.0,264.0,234.0,12.0,10.0,1647.0
scna-fp16,exp2,direct,8,16,9,1338.0,801.0,646.0,7.0,259.0,237.0,12.0,10.0,1655.0
scna-fp16,exp2,direct,8,16,10,1352.0,802.0,646.0,7.0,271.0,238.0,12.0,10.0,1684.0
scna-fp16,exp2,direct,8,16,11,1335.0,801.0,645.0,7.0,260.0,233.0,12.0,10.0,1661.0
scna-fp16,exp2,direct,8,16,12,1357.0,803.0,646.0,7.0,261.0,251.0,12.0,10.0,1642.0
scna-fp16,exp2,direct,8,16,13,1348.0,802.0,647.0,7.0,267.0,238.0,12.0,10.0,1674.0
scna-fp16,exp2,direct,8,16,14,1359.0,804.0,646.0,7.0,267.0,247.0,12.0,10.0,1628.0
scna-fp16,exp2,direct,8,16,15,1348.0,801.0,646.0,7.0,270.0,236.0,12.0,10.0,1606.0
scna-fp16,exp2,direct,8,16,16,1369.0,803.0,647.0,7.0,275.0,250.0,12.0,10.0,1712.0
scna-fp16,exp2,direct,8,16,17,1347.0,801.0,647.0,7.0,267.0,238.0,12.0,10.0,1649.0
scna-fp16,exp2,direct,8,16,18,1352.0,805.0,648.0,7.0,264.0,242.0,12.0,10.0,1620.0
scna-fp16,exp2,direct,8,16,19,1353.0,804.0,647.0,7.0,262.0,246.0,12.0,10.0,1610.0
scna-fp16,exp2,direct,8,32,0,2377.0,1627.0,1289.0,15.0,354.0,310.0,24.0,22.0,2685.0
scna-fp16,exp2,direct,8,32,1,2365.0,1626.0,1288.0,15.0,337.0,315.0,24.0,22.0,2681.0
scna-fp16,exp2,direct,8,32,2,2390.0,1636.0,1287.0,15.0,349.0,319.0,24.0,22.0,2679.0
scna-fp16,exp2,direct,8,32,3,2392.0,1635.0,1288.0,15.0,353.0,317.0,24.0,23.0,2762.0
scna-fp16,exp2,direct,8,32,4,2403.0,1642.0,1289.0,15.0,342.0,333.0,24.0,23.0,2783.0
scna-fp16,exp2,direct,8,32,5,2421.0,1643.0,1288.0,15.0,363.0,329.0,24.0,22.0,2779.0
scna-fp16,exp2,direct,8,32,6,2412.0,1637.0,1288.0,15.0,357.0,333.0,24.0,22.0,2780.0
scna-fp16,exp2,direct,8,32,7,2419.0,1641.0,1288.0,15.0,361.0,330.0,24.0,22.0,2780.0
scna-fp16,exp2,direct,8,32,8,2409.0,1643.0,1288.0,15.0,347.0,334.0,24.0,22.0,2699.0
scna-fp16,exp2,direct,8,32,9,2359.0,1628.0,1289.0,15.0,333.0,311.0,24.0,22.0,2654.0
scna-fp16,exp2,direct,8,32,10,2386.0,1657.0,1288.0,15.0,329.0,314.0,24.0,23.0,2666.0
scna-fp16,exp2,direct,8,32,11,2419.0,1673.0,1288.0,15.0,346.0,314.0,24.0,22.0,2808.0
scna-fp16,exp2,direct,8,32,12,2435.0,1671.0,1288.0,15.0,347.0,330.0,24.0,23.0,2740.0
scna-fp16,exp2,direct,8,32,13,2384.0,1651.0,1287.0,15.0,339.0,307.0,24.0,23.0,2772.0
scna-fp16,exp2,direct,8,32,14,2407.0,1667.0,1287.0,16.0,343.0,309.0,24.0,23.0,2805.0
scna-fp16,exp2,direct,8,32,15,2417.0,1667.0,1288.0,15.0,344.0,320.0,24.0,23.0,2757.0
scna-fp16,exp2,direct,8,32,16,2410.0,1666.0,1287.0,15.0,339.0,318.0,24.0,22.0,2687.0
scna-fp16,exp2,direct,8,32,17,2420.0,1669.0,1288.0,15.0,342.0,323.0,24.0,22.0,2746.0
scna-fp16,exp2,direct,8,32,18,2415.0,1670.0,1288.0,15.0,341.0,318.0,24.0,22.0,2768.0
scna-fp16,exp2,direct,8,32,19,2417.0,1668.0,1288.0,15.0,341.0,322.0,24.0,22.0,2704.0
scna-fp16,exp2,direct,16,4,0,844.0,273.0,229.0,2.0,290.0,266.0,4.0,4.0,1085.0
scna-fp16,exp2,direct,16,4,1,844.0,275.0,228.0,2.0,290.0,264.0,4.0,4.0,1096.0
scna-fp16,exp2,direct,16,4,2,846.0,273.0,228.0,2.0,293.0,264.0,4.0,4.0,1099.0
scna-fp16,exp2,direct,16,4,3,845.0,273.0,228.0,2.0,293.0,264.0,4.0,4.0,1102.0
scna-fp16,exp2,direct,16,4,4,843.0,276.0,230.0,2.0,291.0,261.0,4.0,4.0,1083.0
scna-fp16,exp2,direct,16,4,5,840.0,275.0,230.0,2.0,286.0,264.0,4.0,4.0,1092.0
scna-fp16,exp2,direct,16,4,6,843.0,273.0,228.0,2.0,291.0,264.0,4.0,4.0,1090.0
scna-fp16,exp2,direct,16,4,7,832.0,273.0,229.0,2.0,281.0,263.0,4.0,4.0,1090.0
scna-fp16,exp2,direct,16,4,8,838.0,274.0,228.0,2.0,287.0,262.0,4.0,4.0,1089.0
scna-fp16,exp2,direct,16,4,9,859.0,275.0,230.0,2.0,290.0,279.0,4.0,4.0,1198.0
scna-fp16,exp2,direct,16,4,10,883.0,275.0,229.0,2.0,305.0,288.0,4.0,4.0,1225.0
scna-fp16,exp2,direct,16,4,11,893.0,274.0,230.0,2.0,314.0,290.0,4.0,4.0,1219.0
scna-fp16,exp2,direct,16,4,12,883.0,275.0,230.0,2.0,315.0,278.0,4.0,4.0,1222.0
scna-fp16,exp2,direct,16,4,13,871.0,274.0,229.0,2.0,305.0,276.0,4.0,4.0,1197.0
scna-fp16,exp2,direct,16,4,14,909.0,279.0,229.0,2.0,313.0,302.0,4.0,4.0,1181.0
scna-fp16,exp2,direct,16,4,15,922.0,276.0,229.0,2.0,330.0,301.0,4.0,4.0,1175.0
scna-fp16,exp2,direct,16,4,16,891.0,276.0,229.0,2.0,303.0,297.0,4.0,4.0,1166.0
scna-fp16,exp2,direct,16,4,17,855.0,275.0,229.0,2.0,296.0,269.0,4.0,4.0,1133.0
scna-fp16,exp2,direct,16,4,18,875.0,275.0,229.0,2.0,302.0,283.0,4.0,4.0,1185.0
scna-fp16,exp2,direct,16,4,19,866.0,276.0,228.0,2.0,298.0,277.0,4.0,4.0,1133.0
scna-fp16,exp2,direct,16,8,0,1118.0,537.0,449.0,4.0,289.0,264.0,8.0,8.0,1428.0
scna-fp16,exp2,direct,16,8,1,1118.0,537.0,449.0,4.0,291.0,263.0,8.0,8.0,1434.0
scna-fp16,exp2,direct,16,8,2,1123.0,540.0,450.0,4.0,291.0,265.0,8.0,8.0,1434.0
scna-fp16,exp2,direct,16,8,3,1120.0,538.0,451.0,4.0,289.0,266.0,8.0,8.0,1428.0
scna-fp16,exp2,direct,16,8,4,1118.0,539.0,449.0,4.0,289.0,263.0,8.0,8.0,1428.0
scna-fp16,exp2,direct,16,8,5,1111.0,540.0,450.0,4.0,287.0,256.0,8.0,8.0,1430.0
scna-fp16,exp2,direct,16,8,6,1107.0,540.0,451.0,4.0,276.0,264.0,8.0,7.0,1358.0
scna-fp16,exp2,direct,16,8,7,1113.0,539.0,450.0,4.0,287.0,259.0,8.0,8.0,1364.0
scna-fp16,exp2,direct,16,8,8,1141.0,540.0,449.0,4.0,297.0,277.0,8.0,8.0,1404.0
scna-fp16,exp2,direct,16,8,9,1151.0,542.0,451.0,4.0,298.0,283.0,8.0,8.0,1397.0
scna-fp16,exp2,direct,16,8,10,1150.0,542.0,449.0,4.0,305.0,275.0,8.0,8.0,1394.0
scna-fp16,exp2,direct,16,8,11,1146.0,543.0,451.0,4.0,299.0,276.0,8.0,8.0,1394.0
scna-fp16,exp2,direct,16,8,12,1131.0,539.0,450.0,4.0,305.0,262.0,8.0,6.0,1392.0
scna-fp16,exp2,direct,16,8,13,1132.0,541.0,451.0,4.0,294.0,269.0,8.0,8.0,1457.0
scna-fp16,exp2,direct,16,8,14,1118.0,541.0,450.0,4.0,285.0,264.0,8.0,8.0,1360.0
scna-fp16,exp2,direct,16,8,15,1142.0,542.0,451.0,4.0,292.0,280.0,8.0,8.0,1484.0
scna-fp16,exp2,direct,16,8,16,1139.0,541.0,450.0,4.0,294.0,277.0,8.0,7.0,1403.0
scna-fp16,exp2,direct,16,8,17,1142.0,541.0,450.0,4.0,295.0,278.0,8.0,8.0,1411.0
scna-fp16,exp2,direct,16,8,18,1143.0,542.0,451.0,4.0,298.0,275.0,8.0,8.0,1445.0
scna-fp16,exp2,direct,16,8,19,1142.0,544.0,450.0,5.0,292.0,277.0,8.0,8.0,1428.0
scna-fp16,exp2,direct,16,16,0,1641.0,1050.0,889.0,8.0,288.0,261.0,12.0,10.0,1894.0
scna-fp16,exp2,direct,16,16,1,1645.0,1055.0,889.0,8.0,294.0,254.0,12.0,10.0,1882.0
scna-fp16,exp2,direct,16,16,2,1638.0,1056.0,891.0,8.0,288.0,252.0,12.0,10.0,1959.0
scna-fp16,exp2,direct,16,16,3,1677.0,1054.0,890.0,8.0,297.0,283.0,12.0,10.0,2006.0
scna-fp16,exp2,direct,16,16,4,1716.0,1065.0,890.0,7.0,316.0,293.0,12.0,11.0,2042.0
scna-fp16,exp2,direct,16,16,5,1737.0,1073.0,891.0,8.0,327.0,294.0,12.0,11.0,2010.0
scna-fp16,exp2,direct,16,16,6,1732.0,1071.0,891.0,8.0,328.0,290.0,12.0,11.0,2013.0
scna-fp16,exp2,direct,16,16,7,1730.0,1069.0,891.0,8.0,329.0,288.0,12.0,11.0,1988.0
scna-fp16,exp2,direct,16,16,8,1736.0,1070.0,890.0,8.0,329.0,294.0,12.0,10.0,2032.0
scna-fp16,exp2,direct,16,16,9,1720.0,1069.0,890.0,8.0,320.0,289.0,12.0,10.0,2039.0
scna-fp16,exp2,direct,16,16,10,1715.0,1071.0,891.0,7.0,314.0,289.0,12.0,10.0,2000.0
scna-fp16,exp2,direct,16,16,11,1738.0,1067.0,890.0,8.0,330.0,299.0,12.0,10.0,2032.0
scna-fp16,exp2,direct,16,16,12,1730.0,1073.0,890.0,8.0,325.0,289.0,12.0,10.0,2022.0
scna-fp16,exp2,direct,16,16,13,1727.0,1072.0,891.0,8.0,323.0,290.0,12.0,10.0,2045.0
scna-fp16,exp2,direct,16,16,14,1723.0,1071.0,890.0,8.0,319.0,290.0,12.0,11.0,2015.0
scna-fp16,exp2,direct,16,16,15,1712.0,1069.0,890.0,8.0,310.0,290.0,12.0,10.0,2038.0
scna-fp16,exp2,direct,16,16,16,1722.0,1069.0,890.0,8.0,320.0,290.0,12.0,10.0,2050.0
scna-fp16,exp2,direct,16,16,17,1716.0,1068.0,890.0,8.0,319.0,287.0,12.0,10.0,2037.0
scna-fp16,exp2,direct,16,16,18,1723.0,1068.0,891.0,8.0,310.0,303.0,12.0,10.0,2064.0
scna-fp16,exp2,direct,16,16,19,1723.0,1069.0,890.0,7.0,326.0,286.0,12.0,10.0,1983.0
scna-fp16,exp2,direct,16,32,0,2865.0,2141.0,1772.0,15.0,332.0,306.0,24.0,24.0,3119.0
scna-fp16,exp2,direct,16,32,1,2867.0,2139.0,1772.0,15.0,336.0,305.0,24.0,24.0,3230.0
scna-fp16,exp2,direct,16,32,2,2860.0,2135.0,1771.0,15.0,335.0,303.0,24.0,24.0,3213.0
scna-fp16,exp2,direct,16,32,3,2865.0,2136.0,1771.0,15.0,339.0,303.0,24.0,24.0,3123.0
scna-fp16,exp2,direct,16,32,4,2882.0,2143.0,1774.0,15.0,341.0,312.0,24.0,23.0,3188.0
scna-fp16,exp2,direct,16,32,5,2899.0,2140.0,1773.0,15.0,360.0,312.0,24.0,24.0,3165.0
scna-fp16,exp2,direct,16,32,6,2900.0,2144.0,1773.0,15.0,358.0,311.0,24.0,24.0,3183.0
scna-fp16,exp2,direct,16,32,7,2902.0,2144.0,1773.0,15.0,357.0,314.0,24.0,24.0,3279.0
scna-fp16,exp2,direct,16,32,8,2884.0,2136.0,1772.0,15.0,354.0,307.0,24.0,24.0,3143.0
scna-fp16,exp2,direct,16,32,9,2889.0,2136.0,1773.0,15.0,355.0,311.0,24.0,24.0,3210.0
scna-fp16,exp2,direct,16,32,10,2892.0,2142.0,1772.0,15.0,353.0,311.0,24.0,24.0,3176.0
scna-fp16,exp2,direct,16,32,11,2891.0,2134.0,1772.0,15.0,359.0,312.0,24.0,24.0,3162.0
scna-fp16,exp2,direct,16,32,12,2896.0,2143.0,1772.0,15.0,357.0,311.0,24.0,24.0,3273.0
scna-fp16,exp2,direct,16,32,13,2894.0,2139.0,1773.0,15.0,354.0,315.0,24.0,24.0,3222.0
scna-fp16,exp2,direct,16,32,14,2892.0,2139.0,1771.0,15.0,356.0,310.0,24.0,24.0,3253.0
scna-fp16,exp2,direct,16,32,15,2889.0,2136.0,1773.0,15.0,354.0,312.0,24.0,24.0,3189.0
scna-fp16,exp2,direct,16,32,16,2894.0,2143.0,1772.0,15.0,354.0,311.0,24.0,24.0,3178.0
scna-fp16,exp2,direct,16,32,17,2897.0,2142.0,1772.0,15.0,356.0,312.0,24.0,24.0,3182.0
scna-fp16,exp2,direct,16,32,18,2887.0,2141.0,1773.0,15.0,351.0,309.0,24.0,24.0,3210.0
scna-fp16,exp2,direct,16,32,19,2878.0,2140.0,1772.0,15.0,339.0,313.0,24.0,24.0,3179.0
scna-fp16,exp2,direct,32,4,0,1025.0,418.0,373.0,2.0,305.0,288.0,4.0,4.0,1269.0
scna-fp16,exp2,direct,32,4,1,1027.0,417.0,372.0,2.0,308.0,287.0,4.0,4.0,1282.0
scna-fp16,exp2,direct,32,4,2,1052.0,418.0,373.0,2.0,304.0,316.0,4.0,4.0,1279.0
scna-fp16,exp2,direct,32,4,3,1054.0,417.0,373.0,2.0,331.0,292.0,4.0,4.0,1282.0
scna-fp16,exp2,direct,32,4,4,1044.0,417.0,373.0,2.0,304.0,309.0,4.0,4.0,1279.0
scna-fp16,exp2,direct,32,4,5,988.0,412.0,372.0,2.0,305.0,258.0,4.0,4.0,1202.0
scna-fp16,exp2,direct,32,4,6,965.0,414.0,372.0,2.0,288.0,249.0,4.0,4.0,1286.0
scna-fp16,exp2,direct,32,4,7,1022.0,417.0,371.0,2.0,314.0,276.0,4.0,5.0,1298.0
scna-fp16,exp2,direct,32,4,8,1026.0,416.0,371.0,2.0,312.0,285.0,4.0,4.0,1281.0
